,subject,nll,bic,model,alpha,gamma,lam,beta
41,41,229.15285745091006,479.9701165106378,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-none,0.7008346443219376,1.0,0.0,0.4953340497922469
