,subject,nll,bic,model,alpha,gamma,lam,beta
6,6,111.21178065093721,244.0879629106921,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-none,0.8615894569063609,0.8411824006579249,0.08147510280597019,3.0893738536018964
