,subject,nll,bic,model,alpha,gamma,lam,beta
20,20,110.36230309175752,242.38900779233273,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-none,0.24303957276934515,1.0,0.7510522851323178,4.600717547450739
