,subject,nll,bic,model,alpha,gamma,lam,beta
34,34,169.89854073967044,361.46148308815856,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-none,0.6418749999770411,0.9909983358088638,0.02701200545600705,1.8017791481920156
