,subject,nll,bic,model,alpha,gamma,lam,beta
22,22,203.7327603588331,429.1299223264839,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-none,0.2109995363317738,1.0,0.1612421166275988,4.64934329268678
