,subject,nll,bic,model,alpha,gamma,theta,lam,phi,beta
14,14,133.3650594289309,299.2267212710883,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-gaze-dependent,0.39232242674596934,0.339513108969464,0.6955690766562067,0.8110534835102134,0.0,3.4662443954091535
