,subject,nll,bic,model,alpha,gamma,theta,lam,phi,beta
18,18,93.77836502299391,220.05333245921435,sb_int-multiplicative_comp-vsmean_gbatt-false_gbalt-true_lk-free_inh-gaze-dependent,0.3628716459393414,0.48940308609739164,0.872567940623976,0.8206710701789066,0.08534546123168177,3.746963428502312
