,subject,nll,bic,model,alpha,gamma,lam,phi,beta
13,13,89.39486546344409,205.8702329379103,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,0.7021378864258773,1.0,0.8751987395577207,0.005698526193903661,0.1526449183767905
