,subject,nll,bic,model,alpha,gamma,lam,phi,beta
23,23,104.90765676598022,236.89581554298255,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,1.34597446493478,1.0,0.8801222243310375,0.0269957346272703,0.03103902469567085
