,subject,nll,bic,model,alpha,gamma,lam,phi,beta
5,5,91.5430416976481,210.16658540631832,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-gaze-dependent,0.14826027137267145,1.0,0.14042451742299947,0.0,1.406292943208269
