,subject,nll,bic,model,alpha,gamma,theta,lam,phi,wd,w_p,beta
2,2,75.03839511330074,193.40559344423684,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-distance-dependent,0.1297676411051143,1.0,0.8320384381105587,0.7901706949787062,1.779501626257423e-06,38.38619964998268,0.17901663715925567,7.631060652384485
