,subject,nll,bic,model,alpha,gamma,theta,lam,phi,wd,w_p,beta
27,27,115.78653838237273,274.9018799823808,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-distance-dependent,0.23803794016149404,1.0,0.6901921575276783,0.883183745591848,3.5393850717801215e-05,41.7104132408464,0.8633729023984735,2.8043050366848576
