,subject,nll,bic,model,alpha,gamma,theta,lam,phi,wd,w_p,beta
0,0,96.10208686493942,235.53297694751421,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-distance-dependent,0.510036227782674,0.6662254405535271,0.38447311386684396,0.5533104668691056,0.00011416773084163682,33.80588797547464,0.5417226686867441,1.7916879732118922
