,subject,nll,bic,model,alpha,gamma,theta,lam,phi,wd,w_p,beta
22,22,130.86945488048417,305.0677129786037,sb_int-multiplicative_comp-absolute_gbatt-false_gbalt-true_lk-free_inh-distance-dependent,0.1805870652582672,0.9660200867300501,0.5777971824204508,0.7394247961969785,5.894614632011307e-05,34.60195049492887,0.7351092635409463,2.9543605782973397
