,subject,nll,bic,model,w_p,theta,phi,beta
11,11,150.24274270343324,322.14988701568416,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.7726164124039382,0.5308934283824985,0.0,2.5482315345475053
