,subject,nll,bic,model,w_p,theta,phi,beta
36,36,123.24316126080491,268.1507241304275,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.8841141733299415,0.9388972824282374,0.035584595990730654,3.0669583972906707
