,subject,nll,bic,model,w_p,theta,phi,beta
9,9,85.84035308153551,193.3451077718887,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.8197303372042984,0.9201462698773228,0.043149693335897625,4.6797789436510016
