,subject,nll,bic,model,w_p,theta,phi,beta
3,3,160.84484906123092,343.3540997312795,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.6814316259679307,1.0,0.07935047582695216,1.8166487790374892
