,subject,nll,bic,model,w_p,theta,phi,beta
27,27,138.2428174335139,298.15003647584547,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.8081429680727166,0.913735971651661,0.038470274503368145,3.640203185533225
