,subject,nll,bic,model,w_p,theta,phi,beta
5,5,179.1369605093285,379.9383226274747,sb_int-additive_comp-absolute_gbatt-false_gbalt-true_lk-none_inh-gaze-dependent,0.8790741768699364,0.810608377079836,0.0221594397744292,1.0400017453053159
