subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
12-pt,165.45664160421381,347.16158441504086,pt,0.2868185112184667,0.2898591299510095,0.9792746120068231,1.0,13.756416911057245,13.496066054422936
