subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
20-gaze-baseline-dyn,172.95252016656693,362.1533415397471,pt,0.24473746938787197,,1.0,,12.511186186090306,3.075966017921422
