subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
19-glickman1layer,211.2948704828005,438.8380421722142,pt,0.5578607273523886,0.5238414187808326,0.5133790612681868,0.5322224779933589,4.682673920805028,1.2965321574135735
