subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
36-glickman1layer,152.83850600854885,321.92531322371093,pt,0.14617502365918633,0.1457890570567557,1.0,1.0,27.42256189331973,19.45233598660902
