subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
23-gaze-baseline-dyn,231.78680181683347,479.8219048402802,pt,1.1539765879404231,,1.0,,0.262982674059177,0.9677566666585444
