subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
20-eu,128.00752709811246,272.26335540283816,pt,0.2460436391398859,0.2430705339524448,1.0,,22.415903086870582,27.497345129461767
