subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
26-gaze-baseline-stat,246.99321033584306,510.23472187829935,pt,0.2031926469138651,,0.9140933437600108,,0.3181041678572274,4.477165889601494
