subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
20-glickman1layer,111.84765161026087,239.943604427135,pt,0.22848398513092463,0.2583455594649753,1.0,1.0,27.021187278068194,14.433326128109456
