subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
0-eu,232.32789258486045,480.90408637633413,pt,0.518656042896979,0.8438023626474559,0.7161570812263809,,2.069554425254435,0.5912193573663221
