subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
18-glickman1layer,135.47002043273804,287.1883420720893,pt,0.40085072013706724,0.3662218627105256,0.6311020362330338,0.4930482633577628,20.54098897349293,5.159585244689372
