subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
21-eu,196.44147425351588,409.131249713645,pt,0.7618855206419589,0.8256959985765472,0.9348378407533197,,1.3888074726369442,1.2134934594335964
