subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
8-pt,149.606041857028,315.46038492066924,pt,0.15911860060284586,0.1649343020381339,0.8738651684784717,1.0,25.874043085915787,19.14808889648113
