subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
14-gaze-baseline-stat,245.0059646010771,506.2602304087674,pt,0.47231564845522206,,0.3679115532660801,,2.752448906823776,4.839539285554218
