subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
19-gaze-baseline-stat,242.37883656926553,501.0059743451443,pt,1.221389410516598,,1.0,,0.0580389324605777,7.783433100009985
