subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
36-gaze-baseline-stat,243.3978372487298,503.0439757040728,pt,0.35156575913296223,,1.0,,0.7076251089076422,5.775473785538468
