subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
9-gaze-baseline-dyn,227.3286756695994,470.905652545812,pt,0.2807684100989254,,1.0,,3.2073373681773316,2.888440100239191
