subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
15-eu,192.47450365695823,401.1973085205297,pt,0.23808843781988498,0.2453352784162489,1.0,,9.983746659040571,8.500983274219447
