subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
20-pt,117.2188099671227,250.68592114085865,pt,0.24925045579193453,0.2430705077440896,1.0,1.0,25.42522557653828,27.574121348221983
