subject,nll,bic,model,alpha,alpha_gen,gamma,gamma_gen,beta,beta_gen
3-pt,156.2284869811744,328.70527516896203,pt,0.2891675166265971,0.2772136937271848,0.3416360153967062,0.3070510472921719,42.2090999663968,50.0
