,subject,nll,bic,model,w_p,lam,phi,beta
5,5,210.7433059046956,443.1510134182089,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-gaze-dependent,0.8717742578178153,0.0,0.8951625161359212,9.672308673716186
