,subject,nll,bic,model,w_p,lam,phi,beta
1,1,152.93903915064527,327.5424799101082,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-gaze-dependent,0.6954572661132851,0.7470694478491251,0.5644304823628227,2.2994993072319145
