,subject,nll,bic,model,w_p,lam,phi,beta
14,14,224.55397498478226,470.7723515783822,sb_int-additive_comp-vsmean_gbatt-false_gbalt-false_lk-free_inh-gaze-dependent,0.5601624146690514,0.43996465081168284,0.7058973963592607,5.776593573897372
