,subject,nll,bic,model,alpha,gamma,beta,lam,theta
18,18,93.83941094219213,214.75932389540637,glickman1layer,0.36622186271052565,0.49304826335776286,5.159585244689372,0.13865156810142512,0.8555943154395763
