,subject,nll,bic,model,alpha,gamma,beta,lam,theta
33,33,131.25807275331368,289.59664751764944,glickman1layer,0.47145708948503584,0.5772241927241427,2.2702746106833245,0.12990401886425643,0.7681213944546661
