,subject,nll,bic,model,alpha,gamma,beta,lam,theta
6,6,71.23232168080392,169.50050221890842,glickman1layer,0.892776738152458,0.8771669693012798,2.0783188193875426,0.4912870969916615,0.9020508924721828
