,subject,nll,bic,model,alpha,gamma,beta,lam,theta
26,26,59.8273355907957,146.7351731926135,glickman1layer,0.25992626199039626,0.2236582287191924,49.74273699268767,0.6445591408564686,0.6956382456534068
