,subject,nll,bic,model,alpha,gamma,beta,lam,theta
3,3,98.28281596941329,223.6461339498487,glickman1layer,0.27798018536185076,0.2536841127174615,26.315987723870453,0.28749613250806766,0.7819407707086334
