,subject,nll,bic,model,alpha,gamma,beta,lam,theta
34,34,128.39928325901434,283.87906852905076,glickman1layer,0.5913620030924283,0.8908104993757019,1.1650110875492383,0.24430954364000398,0.7270083444355513
