,subject,nll,bic,model,alpha,gamma,beta,lam,theta
16,16,78.29320898886175,183.6669199887456,glickman1layer,0.6503021597247362,0.5960400178854309,4.440525235762162,0.5407613401596417,0.8554378893691114
