,subject,nll,bic,model,alpha,gamma,beta,lam,theta
38,38,108.45436823680168,243.98923848462547,glickman1layer,0.7198049575836738,0.7303070981809181,0.9095176070500913,0.1394207605004075,0.6906875355659015
