,subject,nll,bic,model,alpha,gamma,beta,lam,theta
17,17,121.95954562645511,270.9995932639323,glickman1layer,0.3769509084726787,0.5701611154077381,2.060751980793312,0.14333631919240147,0.6450978342046637
