,subject,nll,bic,model,alpha,gamma,beta,lam,theta
7,7,103.92922249055118,234.93894699212447,glickman1layer,0.6922286485971777,0.6327606164994154,1.0183563597219791,0.10929217523348572,0.7710300413451292
