,subject,nll,bic,model,alpha,gamma,beta,lam,theta
14,14,133.36505942948975,293.81062087000157,glickman1layer,0.3923216318624863,0.33951216122628325,5.1993878204852,0.18894630989641617,0.6955673907295946
