,subject,nll,bic,model,alpha,gamma,beta,lam,theta
42,42,88.84674992853675,204.7740018680956,glickman1layer,0.48647515073112124,0.4567152746694632,4.145331676837502,0.29667390989526077,0.6939203026874434
