,subject,nll,bic,model,alpha,gamma,beta,lam,theta
41,41,132.00160109991452,290.87959423824987,glickman1layer,0.8544366616929914,0.9769900528796842,0.2292348594698415,0.2621080603842441,0.12767512271159132
