,subject,nll,bic,model,alpha,gamma,beta,lam,theta
13,13,82.37883587903002,191.83817376908215,glickman1layer,0.7004886875643386,0.8764326233202486,0.45545664921830775,0.08633228185064726,0.45111610156631365
