,subject,nll,bic,model,w_p,lam,phi,wd,beta
33,33,154.0527706744291,335.1860433598803,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.6172942149382817,0.9429732762978505,9.12492561863161e-06,4.821836401082369,2.5726599298607935
