,subject,nll,bic,model,w_p,lam,phi,wd,beta
42,42,107.56007751856745,242.200657048157,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.49523737114768307,0.6383250777625722,1.1248148889722377e-08,45.491381012509294,2.5464942316596972
