,subject,nll,bic,model,w_p,lam,phi,wd,beta
0,0,113.27695781157811,253.63441763417833,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.5630846139400039,0.3283438783537182,7.447375798666606e-05,38.801891693404265,3.997366845276607
