,subject,nll,bic,model,w_p,lam,phi,wd,beta
32,32,236.54360454516092,500.1677111013439,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.7033677148642313,0.06586188276283338,0.040293155001944005,5.669912085744121,3.723896961068092e-10
