,subject,nll,bic,model,w_p,lam,phi,wd,beta
5,5,93.28488347990289,213.65026897082788,sb_int-additive_comp-absolute_gbatt-false_gbalt-false_lk-gaze-dependent_inh-distance-dependent,0.9783215877127079,0.12113414218549672,1.056679024457074e-05,47.18423392493264,4.038965596812927
