,subject,nll,bic,model,w_p,eta,phi,beta
9,9,87.03106690154823,195.72653541191414,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.818311244164405,1.0,0.05098037068228586,4.539896220522422
