,subject,nll,bic,model,w_p,eta,phi,beta
21,21,157.4429271577464,336.5502559243105,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.5589276045060273,0.8057752187112368,0.022445852829531168,0.6718660376464181
