,subject,nll,bic,model,w_p,eta,phi,beta
32,32,208.4732022644315,438.6108061376807,sb_int-additive_comp-absolute_gbatt-true_gbalt-false_lk-none_inh-gaze-dependent,0.3617989955514484,1.0,0.006297423402515864,0.6512552653746155
